Name:,Lucie Farrell
Email:,lqf5273@psu.edu
Direct Fetched:,F
Hand Fetched:,T
Comment:,Collecting data from the Supplementary Datasheet of Wang, J., Kwon, H., Kim, H.S. et al.'s paper, A neural network model for high entropy alloy design (DOI: 10.1038/s41524-023-01010-x).

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Al3 V32.33 Co32.33 Ni32.34,None, AC+H+A, homogenized at 1373 K + annealed at 973 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Cr14.29 Fe14.29 Ni35.71 Cu35.71,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr13.33 Mn6.68 Fe13.33 Ni33.33 Cu33.33,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr12.5 Mn12.5 Fe12.5 Ni31.25 Cu31.25,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr11.76 Mn17.66 Fe11.76 Ni29.41 Cu29.41,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr11.11 Mn22.22 Fe11.11 Ni27.78 Cu27.78,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr10.52 Mn26.32 Fe10.52 Ni26.32 Cu26.32,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr10 Mn30 Fe10 Ni25 Cu25,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr9.52 Mn33.34 Fe9.52 Ni23.81 Cu23.81,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Al9.1 Fe30.3 Co30.3 Ni30.3,None, AC+A, annealed at 1523 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1038/s41598-020-61538-6
None,Al9.1 Fe30.3 Co30.3 Ni30.3,None, AC+A, annealed at 973 K for 50 h,YS,None,None,None,None,None,Pa,None,10.1038/s41598-020-61538-6
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Cr20 Mn20 Fe20 Co23 Ni17,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Cr20 Mn20 Fe20 Co27 Ni13,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Cr20 Mn20 Fe20 Co30 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Al10 Fe34 Co17 Ni34 Mo5,None, AC+H+A, homogenized at 1573 K + annealed at 1373 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2018.01.045
None,Cr25 Fe35 Co35 Ni5,None, AC+H+A, homogenized at 1473 K + annealed at 1423 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138403
None,Cr25 Fe26 Co35 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 1423 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138403
None,Al9.4 Fe31.9 Co30.1 Ni28.6,None, AC+H+A, homogenized at 1523 K + annealed at 1523 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2020.100755
None,Al9.4 Fe31.9 Co30.1 Ni28.6,None, AC+H+A, homogenized at 1523 K + annealed at 973 K for 50 h,YS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2020.100755
None,Cr10 Mn30 Fe50 Co10,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C1 Cr9.9 Mn29.7 Fe49.5 Co9.9,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C2 Cr9.8 Mn29.4 Fe49 Co9.8,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C4 Cr9.6 Mn28.8 Fe48 Co9.6,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C6 Cr9.4 Mn28.2 Fe47 Co9.4,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,V25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 1253 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107648
None,Mn20 Fe20 Co20 Ni20 Cu20,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Fe25 Co25 Ni25 Cu25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Mn25 Co25 Ni25 Cu25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Mn25 Fe25 Ni25 Cu25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Mn25 Fe25 Co25 Cu25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1007/s11661-020-05738-9
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.05.122
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.05.122
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC+A, annealed at 1273 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.05.122
None,Cr7 Mn25 Co9 Ni23 Cu36,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.07.008
None,Cr10 Mn40 Fe40 Co10,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.01.045
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC+A, annealed at 1073 K for 24 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,C1.1 Al7.42 Cr5.93 Mn34.42 Fe39.96 Ni11.17,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,C1.1 Al7.42 Cr5.93 Mn34.42 Fe39.96 Ni11.17,None, AC+A, annealed at 1073 K for 24 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,C1.1 Al7.42 Cr5.93 Mn34.42 Fe39.96 Ni11.17,None, AC+A, annealed at 1423 K for 24 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,Cr24.1 Fe24.1 Co24.1 Ni24.1 Mo3.6,None, AC+A, annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.155688
None,Cr25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Cr25 Fe20 Co30 Ni20 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Cr25 Fe15 Co40 Ni15 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Cr25 Fe10 Co50 Ni10 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+A, annealed at 1373 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138424
None,Al14 Cr28 Co28 Ni30,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1088/2053-1591/ab49d0
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.02.038
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,Cr20 Mn15 Fe15 Co35 Ni15,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.02.018
None,Cr25 Mn15 Fe10 Co35 Ni15,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.02.018
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Cr33 Co33 Ni33 Mo1,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Cr31.66 Co31.67 Ni31.67 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Al10 Cr9 Mn36 Fe36 Ni9,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1080/02670836.2020.1839194
None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,V10 Cr15 Fe40 Co10 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.03.115
None,V10 Cr15 Mn5 Fe35 Co10 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.03.115
None,V10 Cr15 Mn10 Fe30 Co10 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.03.115
None,V20 Cr15 Fe20 Ni45,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.11.136
None,V20 Cr15 Fe20 Ni45,None, AC+H+A, homogenized at 1373 K + annealed at 1223 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.11.136
None,V20 Cr15 Fe20 Ni45,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.11.136
None,V20 Cr15 Fe20 Ni45,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.11.136
None,V10 Cr10 Fe45 Co10 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41598-019-39570-y
None,V10 Cr10 Fe45 Co20 Ni15,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41598-019-39570-y
None,V10 Cr10 Fe45 Co30 Ni5,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41598-019-39570-y
None,V10 Cr10 Fe45 Co35,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41598-019-39570-y
None,V10 Cr10 Fe45 Co30 Ni5,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 20 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138809
None,V10 Cr10 Mn2.5 Fe45 Co30 Ni2.5,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 15 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138809
None,V10 Cr10 Mn5 Fe45 Co30,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138809
None,V10 Cr10 Fe45 Co20 Ni15,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.151864
None,V10 Cr10 Fe45 Co30 Ni5,None, AC+H+A, homogenized at 1373 K + annealed at 1223 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.156090
None,V10 Cr10 Fe45 Co30 Ni5,None, AC+H+A, homogenized at 1473 K + annealed at 1123 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.156090
None,V10 Cr10 Fe40 Co30 Ni10,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.06.026
None,V10 Cr10 Fe45 Co30 Ni5,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.06.026
None,V10 Cr10 Fe50 Co30,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.06.026
None,Mn30 Co10 Ni40 Cu20,None, AC+H+A, homogenized at 1173 K + annealed at 873 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152111
None,Mn30 Co10 Ni40 Cu20,None, AC+H+A, homogenized at 1173 K + annealed at 973 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152111
None,Mn30 Co10 Ni40 Cu20,None, AC+H+A, homogenized at 1173 K + annealed at 1023 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152111
None,Mn30 Co10 Ni40 Cu20,None, AC+H+A, homogenized at 1173 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152111
None,Mn30 Co10 Ni40 Cu20,None, AC+H+A, homogenized at 1173 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152111
None,V15 Cr15 Fe14 Co30 Ni26,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr15 Fe14 Co30 Ni26,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr15 Fe14 Co30 Ni26,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr15 Fe14 Co30 Ni26,None, AC+H+A, homogenized at 1373 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr20 Fe8 Co24 Ni33,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr20 Fe8 Co24 Ni33,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr20 Fe8 Co24 Ni33,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V15 Cr20 Fe8 Co24 Ni33,None, AC+H+A, homogenized at 1373 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V10 Cr20 Fe15 Co30 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V10 Cr20 Mn5 Fe15 Co20 Ni30,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V10 Cr20 Mn5 Fe20 Co10 Ni35,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V10 Cr20 Mn10 Fe15 Co5 Ni40,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,V10 Cr20 Mn5 Fe10 Co10 Ni45,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,Cr20 Mn10 Fe20 Co30 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,None
None,Cr25 Mn5 Fe10 Co20 Ni40,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41524-017-0060-9
None,Cr25 Mn5 Fe20 Co10 Ni40,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41524-017-0060-9
None,Al9.09 Cr18.182 Mn18.182 Fe18.182 Co18.182 Ni18.182,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.041
None,Cr10 Fe57.5 Co16.25 Ni16.25,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,None
None,Cr10 Fe55 Co17.5 Ni17.5,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,None
None,C1 Cr12.5 Fe55 Co17.5 Ni10 Mo4,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2020.07.023
None,C2 Cr12.5 Fe55 Co17.5 Ni10 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2020.07.023
None,Al15 Mn28.333 Fe28.333 Cu28.334,None, AC+H+A, homogenized at 1073 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1423 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,None
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 5 min,UTS,None,None,None,None,None,Pa,None,None
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 10 min,UTS,None,None,None,None,None,Pa,None,None
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 20 min,UTS,None,None,None,None,None,Pa,None,None
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1126/science.1254581
None,Cr25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Mn25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Cr25 Mn25 Co25 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Fe33.333 Co33.333 Ni33.333,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Cr33.333 Co33.333 Ni33.333,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Mn33.333 Fe33.333 Ni33.333,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Mn33.333 Co33.333 Ni33.333,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Fe50 Ni50,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Co50 Ni50,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2014.08.026
None,Cr20 Mn20 Fe40 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 923 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.153981
None,Cr20 Mn20 Fe40 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 923 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.153981
None,Cr20 Mn20 Fe40 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 923 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.153981
None,C1 Cr19.8 Mn19.8 Fe19.8 Co19.8 Ni19.8,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2016.09.208
None,C1 Cr19.8 Mn19.8 Fe19.8 Co19.8 Ni19.8,None, AC+H+A, homogenized at 1273 K + annealed at 973 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2016.09.208
None,C1 Cr19.8 Mn19.8 Fe19.8 Co19.8 Ni19.8,None, AC+H+A, homogenized at 1273 K + annealed at 1073 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2016.09.208
None,C1 Cr19.8 Mn19.8 Fe19.8 Co19.8 Ni19.8,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2016.09.208
None,C1 Cr19.8 Mn19.8 Fe19.8 Co19.8 Ni19.8,None, AC+H+A, homogenized at 1273 K + annealed at 1373 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2016.09.208
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 873 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 923 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 923 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2019.106578
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC+A, annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.054
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC+A, annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.054
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC+A, annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.054
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC+A, annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.054
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC+A, annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.054
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC+A, annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.054
